success,czo_id,hs_id,uname,elapsed_time,public,maps
True,2400,d841f99381424ebc850842a1dbb5630b,czo_christina,1 sec | 0.10 min,True,
True,2475,0ba983afc62647dc8cfbd91058cfc56d,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2491,346cf577d01e4b2b90ff1cef86e789bb,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2494,1dc7b0975ae2469a96e3458075d3b75c,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2497,9d7dd6ca40984607ad74a00ab0b5121b,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2498,3d621d21b79e465fb994ff699cc9d72e,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2500,b8692637e187437d961a9964dd3222dc,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2501,2bbb5c31bd4e47e4a1011ab070653580,czo_christina,1 sec | 0.10 min,True,
True,2502,940771e1ca3c46dda51a0f75e15a13a9,czo_christina,1 sec | 0.10 min,True,
True,2504,c0e5094d1de54547a304d4dec3a7b3ff,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2506,1b643229b1bf471e82d3cedfb3e1f22f,czo_christina,1 sec | 0.10 min,True,
True,2514,9db9d7aa0a194667b0e9ca5e996d5c96,czo_christina,1 sec | 0.10 min,True,
True,2515,0a21b00a54d641e5aa5da0bc32998ad1,czo_christina,1 sec | 0.10 min,True,
True,2516,e72d7c0cff794f6a80cc3ba7fcd9c408,czo_christina,1 sec | 0.10 min,True,
True,2517,55b9270113554c3da3e04c438b6c80c5,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2518,5cdab0146d08458db3c50a446e9d3510,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2524,ae350bc18383499e83d3b1d68d1b1d75,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2525,d18e071d762c4e888469b687c2850051,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2529,0918a6975c864a398766d579e3687004,czo_sierra,1 sec | 0.10 min,True,SSCZO_Map_2013.jpg
True,2530,de823cb8f37f46139dd6f06d65f43296,czo_sierra,1 sec | 0.10 min,True,
True,2531,172de7fe091f48d98b1d380da5851932,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2532,f5ae15fbdcc9425e847060f89da61557,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2543,f7df7b07ea19477ab7ea701c34bc356b,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2544,6ffd58c0f6e7406fa6e4cc41f62eb787,czo_christina,1 sec | 0.10 min,True,
True,2545,ad2aa89db4324b7fba80026c87e3f86c,czo_christina,1 sec | 0.10 min,True,
True,2551,cf6f7bef4538411f8dd2832ec195991d,czo_luquillo,1 sec | 0.10 min,True,
True,2556,b83ff173b96f48b192c5b73b736ecaa1,czo_shale-hills,1 sec | 0.10 min,True,
True,2558,5c0c7d0a81904ba08c26b89b4f266545,czo_shale-hills,1 sec | 0.10 min,True,
True,2560,4f4b237579724355998a4f3c4114597e,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2561,1b1f6f97db1245e78a01edfede3b1710,czo_catalina-jemez,1 sec | 0.10 min,True,
True,2565,54dbaa2fb67646b7b62a5aa47b2bdd7d,czo_christina,14 sec | 0.24 min,True,
True,2568,d6367b690baa4b6ca1d5bc1a05b692f8,czo_shale-hills,147 sec | 2.46 min,True,
True,2570,dcf98e8c9eb346d6857167d68fd6176b,czo_shale-hills,2231 sec | 37.19 min,True,
True,2571,89102ae166d84dc39d4d36fa2edaedfb,czo_shale-hills,27 sec | 0.46 min,True,
True,2572,f6bfad21671e4a31bdd755b3ce83f397,czo_shale-hills,219 sec | 3.65 min,True,
True,2573,604b48fd88ec44c7a9c6698064adc186,czo_shale-hills,18 sec | 0.30 min,True,ControlPointsMap.jpg
True,2574,1244f57498c94bf4bf54e0c927cdf21c,czo_shale-hills,27 sec | 0.45 min,True,
True,2578,12c8d83bb7a34d7abba562fce2a935fe,czo_shale-hills,18 sec | 0.30 min,True,
True,2580,7cad518a0ed9497392349024dbb08b89,czo_shale-hills,71 sec | 1.19 min,True,
True,2582,10d8974ca8454e58bdec6fb2270bc40b,czo_shale-hills,61 sec | 1.01 min,True,
True,2583,e598205c8a0a4cb4af988b02a7bb737f,czo_shale-hills,23 sec | 0.38 min,True,automated_TDR_lin.png
True,2584,b33d251ecd164474ab67afe9f83bf6d9,czo_shale-hills,23 sec | 0.38 min,True,automated_TDR_lin.png
True,2585,95dfb1256ee7442089069b4da46a6e02,czo_shale-hills,30 sec | 0.50 min,True,
True,2586,ad23810ef40440058f8ffa2b1d9fa2bd,czo_shale-hills,22 sec | 0.37 min,True,automated_TDR_lin.png
True,2587,4939e8fe6af54a28948230774bdf055f,czo_shale-hills,22 sec | 0.37 min,True,automated_TDR_lin.png
True,2588,5f4234d521a24a5488258cf7ff9cf588,czo_shale-hills,22 sec | 0.37 min,True,automated_TDR_lin.png
True,2591,b007011b77a94b70bb836d38c9eb1138,czo_shale-hills,22 sec | 0.37 min,True,
True,2593,bae5244685d94de79abc857f0b5bd990,czo_shale-hills,78 sec | 1.29 min,True,
True,2594,211a5f0e986746668140be49756f7723,czo_shale-hills,72 sec | 1.20 min,True,
True,2595,55766073b69a47f4bcb28ec9d3aade6a,czo_sierra,272 sec | 4.53 min,True,
True,2596,757ed05854ab430dae99841f44622283,czo_sierra,274 sec | 4.57 min,True,
True,2597,aafcc55f646b4207ae975490e6f752ab,czo_sierra,284 sec | 4.74 min,True,
True,2598,378376531f1f4d6f8adb121ce7ac5ad2,czo_sierra,287 sec | 4.79 min,True,
True,2599,f433e8228c8440a1ba9cd8aaf133a7cb,czo_shale-hills,79 sec | 1.31 min,True,gw_wells_large.png
True,2600,b9cb44e28a46416a9ed9b73f862fb5ec,czo_shale-hills,73 sec | 1.22 min,True,
True,2601,4e785837997a4be6ad1e44d1a77ea076,czo_shale-hills,23 sec | 0.38 min,True,automated_TDR_lin.png
True,2602,4cefa72017ce4f128de6b7e61efae487,czo_shale-hills,23 sec | 0.38 min,True,automated_TDR_lin.png
True,2603,180f67282b4149ca8d4f41b2438257eb,czo_sierra,156 sec | 2.60 min,True,
True,2606,863483895e38410e83e7db02adb6dc92,czo_shale-hills,23 sec | 0.39 min,True,automated_TDR_lin.png
True,2607,e45b0d95e6174233bbc90d38307d3fbd,czo_shale-hills,23 sec | 0.38 min,True,automated_TDR_lin.png
True,2608,59f96e3c5c4d44f798ceacafa45f4c89,czo_shale-hills,23 sec | 0.39 min,True,automated_TDR_lin.png
True,2609,c6ead75a04ce4349b89e112278757edd,czo_national,21 sec | 0.36 min,True,
True,2610,be20dbf354314885a6981f7498f14e7d,czo_shale-hills,19 sec | 0.32 min,True,ShaleHills_Map.jpg
True,2612,362f176877e744e8a30e8d59e65d24e0,czo_catalina-jemez,1591 sec | 26.51 min,True,
True,2613,cfe6c459d82143739454e85dc1fdf44a,czo_catalina-jemez,4657 sec | 77.62 min,True,
True,2615,de4cb8a9c5664842a94b5d8a5de98953,czo_catalina-jemez,623 sec | 10.39 min,True,
True,2617,a6baaaf051cd4319a8aa3e17dbd42c08,czo_luquillo,71 sec | 1.19 min,True,
True,2618,ecb79f4688674bf1bf954722da992fc7,czo_luquillo,31 sec | 0.51 min,True,
True,2619,5d670c6a577744b4be3156fc038a253d,czo_luquillo,65 sec | 1.09 min,True,
True,2621,8fb0c17c23da423b8240396342bde0eb,czo_luquillo,217 sec | 3.61 min,True,
True,2620,26a884e0549a46368c215fe765fb1d70,czo_luquillo,44 sec | 0.74 min,True,
True,2622,66e3f819a1f54d0faa8144717a4958c7,czo_luquillo,117 sec | 1.95 min,True,
True,2624,99ce92f9404e499a88e663be84b9ee72,czo_luquillo,19 sec | 0.31 min,True,
True,2626,08dbca988daf4fe1b4302f22e0ffd67d,czo_luquillo,28 sec | 0.47 min,True,
True,2627,7f63e88c8a104c2da0d5c534fd64cfb2,czo_luquillo,11 sec | 0.19 min,True,
True,2628,9211abc0a4fe4611a7c72ac31c35840c,czo_luquillo,104 sec | 1.74 min,True,
True,2630,cabf89b7f00f4dd4ab2c556f10aae0ef,czo_luquillo,14 sec | 0.24 min,True,
True,2629,cc6830e186fa455c8b7e70fa677bce51,czo_luquillo,11 sec | 0.18 min,True,
True,2631,b538d75e180a424ca38d54e28500d33e,czo_luquillo,11 sec | 0.18 min,True,
True,2632,390bdf306f2545c78eebde4dac55cfbd,czo_luquillo,37 sec | 0.62 min,True,
True,2633,a7ef5030f2c24df8b7a2d449901298a4,czo_luquillo,13 sec | 0.22 min,True,
True,2634,b39a41c1db56412cb3ccd3a0c042f1ec,czo_luquillo,19 sec | 0.32 min,True,
True,2637,29555085fc1341b39fda2fd991b77967,czo_sierra,54 sec | 0.91 min,True,CZT1_Site_Layout.jpg|SSCZO_Map_2013.jpg
True,2638,92754e5cf7974fb3a95a572acadf1380,czo_sierra,42 sec | 0.70 min,True,CZT1_Site_Layout.jpg
True,2639,7ab75731196d4a01870c6880f7d903de,czo_sierra,30 sec | 0.50 min,True,CZT1_Site_Layout.jpg
True,2641,37d7295630ca44d0a085da8ea05ccc17,czo_sierra,31 sec | 0.52 min,True,SSCZO_Map_2013.jpg
True,2642,63bd9676c3bf4a9996bd62b7a120c2be,czo_sierra,68 sec | 1.13 min,True,SSCZO_Map_2013.jpg
True,2643,e7d4dcfc401b4a45a1d3c72e6056b103,czo_sierra,158 sec | 2.64 min,True,
True,2644,3c1fd54381764e5b8865609cb4127d63,czo_catalina-jemez,271 sec | 4.52 min,True,
True,2645,f069d663808b45e2b4d83c3a86483f40,czo_shale-hills,40 sec | 0.67 min,True,
True,2646,a1a7446f88774fcc929d6214df0ad0df,czo_shale-hills,41 sec | 0.68 min,True,
True,2648,0b8c9950806244a186cf4c92443b7de0,czo_shale-hills,39 sec | 0.65 min,True,
True,2649,56e7a87b9ca54450be5a668183e65092,czo_shale-hills,30 sec | 0.51 min,True,
True,2650,a1f8a71a9365496a95d09e4ceb584629,czo_shale-hills,35 sec | 0.59 min,True,
True,2651,bcc8b57176ac4fda91f849cd8ef3fc49,czo_shale-hills,18 sec | 0.30 min,True,
True,2652,041f6222dc2042ff8fda1f35b67c2237,czo_shale-hills,122 sec | 2.03 min,True,
True,2653,60e5e80d5a9f48c69e856c87f1d068db,czo_shale-hills,17 sec | 0.29 min,True,
True,2654,a4b02c58bffc4f3dba6651652ee10b8c,czo_shale-hills,21 sec | 0.35 min,True,
True,2655,eca3ef65b674435890908998c288950e,czo_shale-hills,28 sec | 0.47 min,True,
True,2656,a2c9c3b5655446db9da9ada6da4ef247,czo_sierra,162 sec | 2.70 min,True,krew_overview_handout_color.jpg
True,2658,03cf8fc7d6044990b025d026e9b81830,czo_sierra,160 sec | 2.67 min,True,
True,2659,bd4fbdaa1169487aba9d4460d0c13732,czo_sierra,135 sec | 2.25 min,True,
True,2660,0c483221851e46d98fe2ecd51428ff58,czo_sierra,103 sec | 1.72 min,True,
True,2661,70f256d68546483dabc3448145bb8303,czo_sierra,189 sec | 3.15 min,True,
True,2662,20511efd090748d3b172d591b53984e7,czo_sierra,100 sec | 1.66 min,True,
True,2663,5655a16449384a158a3a3fa607ce8cc1,czo_sierra,87 sec | 1.45 min,True,
True,2664,d6d8b2a6e5604629b1192233646dfea1,czo_sierra,176 sec | 2.93 min,True,
True,2665,6ea633bbe83240f5906c3eeddfa7c236,czo_sierra,74 sec | 1.24 min,True,
True,2666,6175c21450234f75952b2a87dd99777b,czo_catalina-jemez,440 sec | 7.33 min,True,
True,2688,1b604653c1074951828f51f66811b38c,czo_catalina-jemez,256 sec | 4.26 min,True,
True,2692,28b106cc56ec4271abf8ccc29b4e501e,czo_shale-hills,307 sec | 5.12 min,True,transect_image.png
True,2695,a04392de2b3448d48836ad47571a1f48,czo_catalina-jemez,328 sec | 5.46 min,True,
True,2731,1efcd98af1544905adcb80c79e779c3d,czo_catalina-jemez,331 sec | 5.52 min,True,
True,2740,3df05937abfc4cb59b8be04d674c4b48,czo_catalina-jemez,121 sec | 2.02 min,True,
True,2742,edd55219cecf43798efd5fbd539c4125,czo_catalina-jemez,101 sec | 1.68 min,True,
True,2751,07f313febf5245daa683b315577be923,czo_catalina-jemez,230 sec | 3.84 min,True,
True,2752,4c3da3f64b2f436cae68f45f77f4e3be,czo_shale-hills,81 sec | 1.35 min,True,
True,2782,82c980f515ef46a1a3732f78477fcedd,czo_boulder,38 sec | 0.63 min,True,
True,2783,6938ed69fb704022b40b194426cc8302,czo_boulder,35 sec | 0.59 min,True,
True,2784,f98c35d1330e41569f8b0e2e339df8d8,czo_boulder,36 sec | 0.60 min,True,
True,2785,0f2bc5365033480790c7d13bb5e5937b,czo_boulder,35 sec | 0.58 min,True,
True,2788,85f9a4f8a696452392e606e78aa14b69,czo_boulder,36 sec | 0.60 min,True,
True,2821,5a31cca938d34692a0f3c2af0f2cb9ad,czo_boulder,22 sec | 0.37 min,True,
True,2822,beed81d0100c4e448cbe61d46957ec9f,czo_boulder,11 sec | 0.18 min,True,
True,2825,bf2e9a10f1584f4a91ab7628dd35ddfc,czo_boulder,11 sec | 0.18 min,True,
True,2826,f0bffd715dbe4b4886ae01410329950d,czo_boulder,11 sec | 0.18 min,True,
True,2833,079adbc764c4419caf0380171a58534a,czo_boulder,36 sec | 0.60 min,True,eilerstransectmap.jpg
True,2860,fb9fa8adf0004dd3bba28e5742ba5431,czo_boulder,29 sec | 0.48 min,True,
True,2862,a1eced7cf4e14244b2ff409555148248,czo_boulder,21 sec | 0.35 min,True,cullismap.jpg
True,2863,b7b9550581bb4a0399d4ddb04d467a76,czo_boulder,22 sec | 0.37 min,True,
True,2864,ebe9144d1e7c4f45ac6ce3e9eba8bd2a,czo_boulder,18 sec | 0.31 min,True,
True,2865,31043d38a97641059306a8fc7008409a,czo_boulder,18 sec | 0.31 min,True,
True,2866,a9c461b38ec647a7ad3c54a956ea7f89,czo_boulder,11 sec | 0.18 min,True,
True,2888,d30b44383d154225b3c99e557d124b7d,czo_boulder,38 sec | 0.63 min,True,
True,2889,d66f1f3239a94c7682c71217b1a94e0b,czo_boulder,39 sec | 0.65 min,True,
True,2915,a7b99c31adfe4f56899bef1a6700f9cf,czo_boulder,433 sec | 7.21 min,True,
True,2918,c2384bd1743a4276a88a5110b1964ce0,czo_boulder,35 sec | 0.58 min,True,
True,2919,0efce710d2d24fab9542730522843a32,czo_boulder,35 sec | 0.58 min,True,
True,2921,ea4c6e4cd6be49fa874b89dcf5b7d1ec,czo_boulder,11 sec | 0.18 min,True,
True,2952,524c96dcfcad4f2a9148405d2b89190a,czo_luquillo,15 sec | 0.25 min,True,
True,2974,112c5a53769240c2a337511b031de9a9,czo_christina,13 sec | 0.22 min,True,
True,2978,d16b41286d4447d4a6e155dab61f4ef7,czo_christina,13 sec | 0.22 min,True,
True,3001,83efb5317d284ba996ddaeb2b74b6a42,czo_shale-hills,18 sec | 0.30 min,True,
True,3029,989821bd3bff4afa886657fb553e986a,czo_luquillo,13 sec | 0.22 min,True,
True,3064,3aa9c239e24f44a68469a2c34b88eced,czo_boulder,36 sec | 0.60 min,True,
True,3065,4bb6710317c445cf996793ac1f5d7149,czo_boulder,35 sec | 0.59 min,True,
True,3365,db85a1763a5240509c32cb5284b00c92,czo_christina,11 sec | 0.19 min,True,
True,3412,d6f11c7d6a6447cfab5a5023ca9c3aaf,czo_catalina-jemez,536 sec | 8.93 min,True,
True,3422,136cc235e72e45f599913d9931132915,czo_luquillo,19 sec | 0.32 min,True,
True,3457,ee2c21941e1e4ba8836bc1814f34fa16,czo_christina,14 sec | 0.23 min,True,
True,3590,af01319d759e4251b0dd78a718d581f6,czo_luquillo,37 sec | 0.62 min,True,
True,3613,95f52e8cdf744c4b909a231dbd8734ac,czo_shale-hills,97 sec | 1.62 min,True,
True,3614,0403737ef5b147c3916ab30d565db79c,czo_shale-hills,52 sec | 0.87 min,True,
True,3615,fa5e043282894e7e97a663a99f9506ad,czo_shale-hills,116 sec | 1.93 min,True,
True,3621,95201eb936a84855b8bade628ae37fc2,czo_shale-hills,28 sec | 0.47 min,True,
True,3622,663a9d44e9a24b2391b2903b2bb266fc,czo_luquillo,11 sec | 0.18 min,True,
True,3623,89506c157c6945cdbe5a57f6436868d6,czo_luquillo,30 sec | 0.49 min,True,
True,3624,fc2b489b5b724b1b87c22087af419f72,czo_luquillo,11 sec | 0.18 min,True,
True,3625,55b9547f6af948699b96a28a658b44c6,czo_luquillo,11 sec | 0.18 min,True,
True,3639,cf49999ccc734c268f2ef001cdbc2c16,czo_boulder,35 sec | 0.59 min,True,
True,3641,469fe217e06a4bb9968f9666f8cb42f3,czo_sierra,60 sec | 0.99 min,True,
True,3642,deb21d8a58e74502859a1fa1a10e89ed,czo_luquillo,69 sec | 1.14 min,True,
True,3648,7cb9ef14b5bb4a09aee07f90158692f8,czo_luquillo,14 sec | 0.24 min,True,
True,3654,10664457c48342fa8b1e046ea740cd9c,czo_sierra,103 sec | 1.71 min,True,
True,3656,b385cd3e22bc460d95f2dcc0397f394f,czo_national,116 sec | 1.93 min,True,
True,3657,d915275953c94b298b00872d98559e64,czo_sierra,90 sec | 1.50 min,True,
True,3663,1a8f4facdc9a446fa2cf48277eb1dbcc,czo_sierra,87 sec | 1.45 min,True,
True,3665,f1ca5b65669c4e6c98a63fb81d663ad6,czo_luquillo,18 sec | 0.30 min,True,
True,3676,cffab97647b64ce2a817fb06e1aab086,czo_shale-hills,467 sec | 7.79 min,True,
True,3722,ee12709dc19f4bd081b7b194a1b78f8b,czo_reynolds,41 sec | 0.68 min,True,
True,3731,701e2a6bdad942aca5b7014bb574dfe3,czo_reynolds,14 sec | 0.24 min,True,
True,3732,f7d5bc8a903a4b4aa01cc1db7cc2f40c,czo_reynolds,11 sec | 0.18 min,True,
True,3737,612334927b484e8da19c15344d517988,czo_boulder,17 sec | 0.28 min,True,
True,3739,0348b65d71eb46d38bba7db4cb2826db,czo_catalina-jemez,808 sec | 13.47 min,True,
True,3742,6f8ee0a3ce5c45e4870976bb3d8d1bfc,czo_boulder,36 sec | 0.60 min,True,
True,3790,3c88818b8f014e09afcffdc4089b0ffb,czo_catalina-jemez,730 sec | 12.17 min,True,
True,3850,3b0ff71572634812b20ca9ee992cf44c,czo_luquillo,54 sec | 0.91 min,True,
True,3857,aaaf281af73741018278b0d83babb3bf,czo_luquillo,11 sec | 0.18 min,True,
True,3868,60923e1f1a3d44e39a16260d980db974,czo_shale-hills,16 sec | 0.27 min,True,
True,3869,32438ff42d73487888986c3f49f55862,czo_shale-hills,16 sec | 0.27 min,True,
True,3884,25d61687d5994d93b2065f7c4b6e5ea1,czo_boulder,41 sec | 0.68 min,True,
True,3886,d2202227b2b64d4fbc449049aa646fe7,czo_shale-hills,17 sec | 0.29 min,True,
True,3888,8a34ef6c6bc14045851f042af9a7d142,czo_boulder,31 sec | 0.52 min,True,
True,3894,25ba8374892541c4bfe0c9cf18f520ca,czo_boulder,26 sec | 0.43 min,True,
True,3896,b6c38e0064bd462686e8b47b15a824ff,czo_catalina-jemez,35 sec | 0.58 min,True,
True,3931,5b08a09e098444aa8faaa99161244a8e,czo_reynolds,11 sec | 0.19 min,True,
True,3932,975e21f9e31b430eaae6173c39717058,czo_reynolds,11 sec | 0.19 min,True,
True,3934,89709ac4ef444ede82b6c4931bb26975,czo_reynolds,18 sec | 0.30 min,True,
True,3935,ee157df1b4c84799a2d2c748d3a0b679,czo_shale-hills,18 sec | 0.30 min,True,
True,3969,721aac4d278b43128dd973bfafe30611,czo_boulder,33 sec | 0.55 min,True,
True,3970,ce088478fb5640458b7bbff294be4c1c,czo_luquillo,13 sec | 0.22 min,True,
True,3972,5db92830e3f648ee8984e4af0b01f2ec,czo_catalina-jemez,3650 sec | 60.83 min,True,
True,4018,e0ff49ca7eef40f282c74a396bf5a903,czo_calhoun,10 sec | 0.16 min,True,
True,4032,c24625c09a9a4bf08d326a873e385495,czo_calhoun,14 sec | 0.23 min,True,
True,4033,6741c4fd8ff2477d9903efb92f1f907e,czo_shale-hills,18 sec | 0.30 min,True,
True,4035,9fb65bfced6c481baed0b572b98f76d0,czo_boulder,33 sec | 0.55 min,True,
True,4036,a69e53f2d272462daccc9901f1914c2c,czo_boulder,33 sec | 0.55 min,True,
True,4106,aa9c2317eb2a456e9bcf29fc21b38dbe,czo_calhoun,12 sec | 0.21 min,True,
True,4107,fb8172a09c524bd8be172f3057a776c0,czo_calhoun,12 sec | 0.20 min,True,
True,4108,9106c673cdc64312a8d4cc74254ad1a2,czo_calhoun,12 sec | 0.20 min,True,
True,4109,9252655369694879af87db19a8aff29d,czo_catalina-jemez,74 sec | 1.23 min,True,
True,4122,3477aeb91a39447e90c981b98816e9fe,czo_boulder,37 sec | 0.61 min,True,
True,4123,2c9d57b4769f490095747342f1d84eb7,czo_boulder,37 sec | 0.61 min,True,
True,4129,443c8dde55b74f5f94239b06a7e678d7,czo_shale-hills,28 sec | 0.47 min,True,
True,4130,483d1c29f8984657a6ee85158189fddf,czo_shale-hills,17 sec | 0.29 min,True,
True,4135,553c42d3a8ee40309b2d77071aa25f2e,czo_catalina-jemez,111 sec | 1.85 min,True,
True,4148,b22305cd06eb4e37bdac1ec090daf7ef,czo_reynolds,11 sec | 0.18 min,True,
True,4149,8ac13a1fd0fe4876b5ecd4dbf29236aa,czo_reynolds,11 sec | 0.18 min,True,
True,4155,38adc4f9b351487e82f665179f5f8d3c,czo_shale-hills,18 sec | 0.30 min,True,
True,4165,51ead3cbafd4470b97600b9b44453e86,czo_boulder,36 sec | 0.60 min,True,
True,4174,4e925c9cc6f14b99834a674c16dfa0d9,czo_shale-hills,20 sec | 0.33 min,True,
True,4182,611e24535102484e83afb4b706cf34d3,czo_catalina-jemez,37 sec | 0.62 min,True,
True,4324,3edb9720a11845169dae4ba5b6212d27,czo_calhoun,119 sec | 1.98 min,True,
True,4368,68998b9f1d0740ef90d92dc150d87114,czo_eel,430 sec | 7.17 min,True,
True,4369,2b2c8038107048c9849f73867b79d4d5,czo_eel,21 sec | 0.36 min,True,
True,4606,0668ed25b2d14330b86aa1c2fd227640,czo_calhoun,13 sec | 0.21 min,True,
True,4608,97738917b1fc423ab7c5801f7f406d74,czo_eel,34 sec | 0.56 min,True,
True,4610,7f9c036b7d804eb3a50bdd60d01bf92a,czo_shale-hills,21 sec | 0.35 min,True,
True,4611,fb162ba0ab874abc891784d1f19c2c7b,czo_shale-hills,16 sec | 0.27 min,True,
True,4612,e50c332772104a72916878c5797a2b72,czo_shale-hills,16 sec | 0.27 min,True,
True,4614,0df6306f5e374bb38f664099bca1b25d,czo_calhoun,12 sec | 0.20 min,True,
True,4618,445cd9abbac74156a946fd9802d594fe,czo_shale-hills,38 sec | 0.63 min,True,
True,4620,d50588e5fe164d4b9f0de26b1704ce04,czo_calhoun,13 sec | 0.21 min,True,
True,4637,c2f67c84dfe14b6d92cf3455ad767f19,czo_calhoun,11 sec | 0.18 min,True,
True,4658,57a0afc2bb0e42b180478668a565720d,czo_calhoun,11 sec | 0.18 min,True,
True,4659,272f43b9d49d44ee97a0d3d143e7a5cc,czo_calhoun,16 sec | 0.27 min,True,
True,4660,59cda52523844d4abd39873b2be86b2a,czo_calhoun,15 sec | 0.25 min,True,
True,4665,96f6ed602b9f4064b7f7da7d5b3b02af,czo_calhoun,12 sec | 0.21 min,True,
True,4671,55e795093f0e443fa061b40b6928df92,czo_calhoun,11 sec | 0.19 min,True,
True,4673,55606327aab649ed809f1cc1c804ff3c,czo_calhoun,19 sec | 0.31 min,True,bacon-map.jpg
True,4674,c414c5cdc67244a4ada77cc490f8c6fd,czo_calhoun,11 sec | 0.18 min,True,
True,4677,d04a040fefb14ab384a315de2698c6b3,czo_calhoun,12 sec | 0.20 min,True,
True,4678,cd92a0c4f9d64c748f21cd8f077cd072,czo_calhoun,12 sec | 0.20 min,True,
True,4679,faca41bfb3e44755ab11c4db4ae88340,czo_calhoun,13 sec | 0.21 min,True,
True,4680,4a30c526f14141bfbd4b496d348fbd20,czo_calhoun,17 sec | 0.29 min,True,
True,4681,23a13088ac8849ef85dabbbc8d62e442,czo_calhoun,11 sec | 0.19 min,True,
True,4683,b7e332f222c4446596c8663d83559841,czo_calhoun,23 sec | 0.38 min,True,
True,4684,0ed16cef91d2496c92718b7bb5330b77,czo_calhoun,15 sec | 0.25 min,True,
